sex,age,mort_rate,provenance
M,31,0.00043610,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(30) = 0.00041 and 男 q(40) = 0.00076 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,32,0.00046386,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(30) = 0.00041 and 男 q(40) = 0.00076 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,33,0.00049339,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(30) = 0.00041 and 男 q(40) = 0.00076 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,34,0.00052480,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(30) = 0.00041 and 男 q(40) = 0.00076 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,35,0.00055821,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(30) = 0.00041 and 男 q(40) = 0.00076 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,36,0.00059375,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(30) = 0.00041 and 男 q(40) = 0.00076 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,37,0.00063155,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(30) = 0.00041 and 男 q(40) = 0.00076 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,38,0.00067175,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(30) = 0.00041 and 男 q(40) = 0.00076 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,39,0.00071451,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(30) = 0.00041 and 男 q(40) = 0.00076 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,40,0.00076,"[std] third-sector mortality proxy; ANCHOR — 男 q(40) = 0.00076 quoted from 第三分野標準生命表2018 [REG-R18]; a quoted rate inside a [std] construction, not a copy of the table [REG-R21]"
M,41,0.00083890,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,42,0.00092600,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,43,0.00102214,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,44,0.00112825,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,45,0.00124539,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,46,0.00137469,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,47,0.00151741,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,48,0.00167494,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,49,0.00184884,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,50,0.00204078,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,51,0.00225266,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,52,0.00248653,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,53,0.00274468,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,54,0.00302964,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,55,0.00334417,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,56,0.00369137,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,57,0.00407460,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,58,0.00449763,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,59,0.00496458,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(40) = 0.00076 and 男 q(60) = 0.00548 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,60,0.00548,"[std] third-sector mortality proxy; ANCHOR — 男 q(60) = 0.00548 quoted from 第三分野標準生命表2018 [REG-R18]; a quoted rate inside a [std] construction, not a copy of the table [REG-R21]"
M,61,0.00597580,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(60) = 0.00548 and 男 q(65) = 0.00845 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,62,0.00651645,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(60) = 0.00548 and 男 q(65) = 0.00845 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,63,0.00710602,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(60) = 0.00548 and 男 q(65) = 0.00845 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,64,0.00774893,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(60) = 0.00548 and 男 q(65) = 0.00845 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,65,0.00845,"[std] third-sector mortality proxy; ANCHOR — 男 q(65) = 0.00845 quoted from 第三分野標準生命表2018 [REG-R18]; a quoted rate inside a [std] construction, not a copy of the table [REG-R21]"
M,66,0.00931611,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(65) = 0.00845 and 男 q(75) = 0.02242 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,67,0.01027099,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(65) = 0.00845 and 男 q(75) = 0.02242 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,68,0.01132375,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(65) = 0.00845 and 男 q(75) = 0.02242 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,69,0.01248442,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(65) = 0.00845 and 男 q(75) = 0.02242 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,70,0.01376405,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(65) = 0.00845 and 男 q(75) = 0.02242 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,71,0.01517484,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(65) = 0.00845 and 男 q(75) = 0.02242 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,72,0.01673023,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(65) = 0.00845 and 男 q(75) = 0.02242 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,73,0.01844505,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(65) = 0.00845 and 男 q(75) = 0.02242 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,74,0.02033563,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(65) = 0.00845 and 男 q(75) = 0.02242 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,75,0.02242,"[std] third-sector mortality proxy; ANCHOR — 男 q(75) = 0.02242 quoted from 第三分野標準生命表2018 [REG-R18]; a quoted rate inside a [std] construction, not a copy of the table [REG-R21]"
M,76,0.02522979,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(75) = 0.02242 and 男 q(80) = 0.04046 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,77,0.02839172,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(75) = 0.02242 and 男 q(80) = 0.04046 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,78,0.03194992,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(75) = 0.02242 and 男 q(80) = 0.04046 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,79,0.03595405,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(75) = 0.02242 and 男 q(80) = 0.04046 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,80,0.04046,"[std] third-sector mortality proxy; ANCHOR — 男 q(80) = 0.04046 quoted from 第三分野標準生命表2018 [REG-R18]; a quoted rate inside a [std] construction, not a copy of the table [REG-R21]"
M,81,0.04528920,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(80) = 0.04046 and 男 q(85) = 0.07110 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,82,0.05069479,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(80) = 0.04046 and 男 q(85) = 0.07110 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,83,0.05674559,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(80) = 0.04046 and 男 q(85) = 0.07110 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,84,0.06351859,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(80) = 0.04046 and 男 q(85) = 0.07110 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,85,0.07110,"[std] third-sector mortality proxy; ANCHOR — 男 q(85) = 0.07110 quoted from 第三分野標準生命表2018 [REG-R18]; a quoted rate inside a [std] construction, not a copy of the table [REG-R21]"
M,86,0.07848977,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(85) = 0.07110 and 男 q(90) = 0.11657 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,87,0.08664759,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(85) = 0.07110 and 男 q(90) = 0.11657 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,88,0.09565329,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(85) = 0.07110 and 男 q(90) = 0.11657 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,89,0.10559500,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(85) = 0.07110 and 男 q(90) = 0.11657 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,90,0.11657,"[std] third-sector mortality proxy; ANCHOR — 男 q(90) = 0.11657 quoted from 第三分野標準生命表2018 [REG-R18]; a quoted rate inside a [std] construction, not a copy of the table [REG-R21]"
M,91,0.12431756,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,92,0.13258004,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,93,0.14139168,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,94,0.15078895,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,95,0.16081080,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,96,0.17149872,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,97,0.18289699,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,98,0.19505283,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,99,0.20801657,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,100,0.22184192,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,101,0.23658613,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,102,0.25231029,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,103,0.26907952,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,104,0.28696328,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,105,0.30603564,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,106,0.32637561,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,107,0.34806742,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,108,0.37120093,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,109,0.39587196,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,110,0.42218269,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,111,0.45024210,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,112,0.48016641,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,113,0.51207958,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,114,0.54611379,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 男 q(90) = 0.11657 and 男 q(115) = 0.58241 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
M,115,0.58241,"[std] third-sector mortality proxy; ANCHOR — 男 q(115) = 0.58241 quoted from 第三分野標準生命表2018 [REG-R18]; a quoted rate inside a [std] construction, not a copy of the table [REG-R21]"
M,116,1.00000,"[std] third-sector mortality proxy; ANCHOR — 男 q(116) = 1.00000 quoted from 第三分野標準生命表2018 [REG-R18] [REG-R20]; a quoted rate inside a [std] construction, not a copy of the table [REG-R21]"
F,20,0.00029306,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(0) = 0.00052 and 女 q(30) = 0.00022 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,21,0.00028477,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(0) = 0.00052 and 女 q(30) = 0.00022 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,22,0.00027672,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(0) = 0.00052 and 女 q(30) = 0.00022 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,23,0.00026890,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(0) = 0.00052 and 女 q(30) = 0.00022 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,24,0.00026130,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(0) = 0.00052 and 女 q(30) = 0.00022 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,25,0.00025391,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(0) = 0.00052 and 女 q(30) = 0.00022 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,26,0.00024674,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(0) = 0.00052 and 女 q(30) = 0.00022 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,27,0.00023976,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(0) = 0.00052 and 女 q(30) = 0.00022 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,28,0.00023299,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(0) = 0.00052 and 女 q(30) = 0.00022 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,29,0.00022640,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(0) = 0.00052 and 女 q(30) = 0.00022 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,30,0.00022,"[std] third-sector mortality proxy; ANCHOR — 女 q(30) = 0.00022 quoted from 第三分野標準生命表2018 [REG-R18]; a quoted rate inside a [std] construction, not a copy of the table [REG-R21]"
F,31,0.00023525,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(30) = 0.00022 and 女 q(40) = 0.00043 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,32,0.00025155,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(30) = 0.00022 and 女 q(40) = 0.00043 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,33,0.00026899,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(30) = 0.00022 and 女 q(40) = 0.00043 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,34,0.00028763,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(30) = 0.00022 and 女 q(40) = 0.00043 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,35,0.00030757,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(30) = 0.00022 and 女 q(40) = 0.00043 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,36,0.00032889,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(30) = 0.00022 and 女 q(40) = 0.00043 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,37,0.00035169,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(30) = 0.00022 and 女 q(40) = 0.00043 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,38,0.00037606,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(30) = 0.00022 and 女 q(40) = 0.00043 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,39,0.00040213,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(30) = 0.00022 and 女 q(40) = 0.00043 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,40,0.00043,"[std] third-sector mortality proxy; ANCHOR — 女 q(40) = 0.00043 quoted from 第三分野標準生命表2018 [REG-R18]; a quoted rate inside a [std] construction, not a copy of the table [REG-R21]"
F,41,0.00046537,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(40) = 0.00043 and 女 q(60) = 0.00209 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,42,0.00050366,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(40) = 0.00043 and 女 q(60) = 0.00209 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,43,0.00054509,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(40) = 0.00043 and 女 q(60) = 0.00209 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,44,0.00058993,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(40) = 0.00043 and 女 q(60) = 0.00209 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,45,0.00063847,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(40) = 0.00043 and 女 q(60) = 0.00209 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,46,0.00069099,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(40) = 0.00043 and 女 q(60) = 0.00209 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,47,0.00074783,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(40) = 0.00043 and 女 q(60) = 0.00209 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,48,0.00080936,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(40) = 0.00043 and 女 q(60) = 0.00209 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,49,0.00087594,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(40) = 0.00043 and 女 q(60) = 0.00209 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,50,0.00094800,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(40) = 0.00043 and 女 q(60) = 0.00209 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,51,0.00102599,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(40) = 0.00043 and 女 q(60) = 0.00209 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,52,0.00111039,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(40) = 0.00043 and 女 q(60) = 0.00209 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,53,0.00120174,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(40) = 0.00043 and 女 q(60) = 0.00209 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,54,0.00130060,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(40) = 0.00043 and 女 q(60) = 0.00209 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,55,0.00140759,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(40) = 0.00043 and 女 q(60) = 0.00209 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,56,0.00152339,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(40) = 0.00043 and 女 q(60) = 0.00209 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
F,57,0.00164871,"[std] third-sector mortality proxy; log-linear (geometric) graduation between the sourced anchors 女 q(40) = 0.00043 and 女 q(60) = 0.00209 [REG-R18]; interpolated, not a copy of the table [REG-R21]"
