basis,sex,smoker,age,mort_rate,provenance
assured,M,NS,32,0.0004198566,[std] '00' series shape
assured,M,NS,33,0.0004618423,[std] '00' series shape
assured,M,NS,34,0.0005080265,[std] '00' series shape
assured,M,NS,35,0.0005588292,[std] '00' series shape
assured,M,NS,36,0.0006147121,[std] '00' series shape
assured,M,NS,37,0.0006761833,[std] '00' series shape
assured,M,NS,38,0.0007438017,[std] '00' series shape
assured,M,NS,39,0.0008181818,[std] '00' series shape
assured,M,NS,40,0.0009,[std] '00' series shape
assured,M,NS,41,0.00099,[std] '00' series shape
assured,M,NS,42,0.001089,[std] '00' series shape
assured,M,NS,43,0.0011979,[std] '00' series shape
assured,M,NS,44,0.00131769,[std] '00' series shape
assured,M,NS,45,0.001449459,[std] '00' series shape
assured,M,NS,46,0.0015944049,[std] '00' series shape
assured,M,NS,47,0.0017538454,[std] '00' series shape
assured,M,NS,48,0.0019292299,[std] '00' series shape
assured,M,NS,49,0.0021221529,[std] '00' series shape
assured,M,NS,50,0.0023343682,[std] '00' series shape
assured,M,NS,51,0.002567805,[std] '00' series shape
assured,M,NS,52,0.0028245855,[std] '00' series shape
assured,M,NS,53,0.0031070441,[std] '00' series shape
assured,M,NS,54,0.0034177485,[std] '00' series shape
assured,M,NS,55,0.0037595234,[std] '00' series shape
assured,M,NS,56,0.0041354757,[std] '00' series shape
assured,M,NS,57,0.0045490233,[std] '00' series shape
assured,M,NS,58,0.0050039256,[std] '00' series shape
assured,M,NS,59,0.0055043181,[std] '00' series shape
assured,M,NS,60,0.00605475,[std] '00' series shape
assured,M,NS,61,0.0066602249,[std] '00' series shape
assured,M,NS,62,0.0073262474,[std] '00' series shape
assured,M,NS,63,0.0080588722,[std] '00' series shape
assured,M,NS,64,0.0088647594,[std] '00' series shape
assured,M,NS,65,0.0097512353,[std] '00' series shape
assured,M,NS,66,0.0107263589,[std] '00' series shape
assured,M,NS,67,0.0117989948,[std] '00' series shape
assured,M,NS,68,0.0129788942,[std] '00' series shape
assured,M,NS,69,0.0142767837,[std] '00' series shape
assured,M,NS,70,0.015704462,[std] '00' series shape
assured,M,NS,71,0.0172749082,[std] '00' series shape
assured,M,NS,72,0.0190023991,[std] '00' series shape
assured,M,NS,73,0.020902639,[std] '00' series shape
assured,M,NS,74,0.0229929029,[std] '00' series shape
assured,M,NS,75,0.0252921932,[std] '00' series shape
assured,M,NS,76,0.0278214125,[std] '00' series shape
assured,M,NS,77,0.0306035537,[std] '00' series shape
assured,M,NS,78,0.0336639091,[std] '00' series shape
assured,M,NS,79,0.0370303,[std] '00' series shape
assured,M,NS,80,0.04073333,[std] '00' series shape
assured,M,NS,81,0.044806663,[std] '00' series shape
assured,M,NS,82,0.0492873293,[std] '00' series shape
assured,M,NS,83,0.0542160622,[std] '00' series shape
assured,M,NS,84,0.0596376685,[std] '00' series shape
assured,M,NS,85,0.0656014353,[std] '00' series shape
assured,M,NS,86,0.0721615788,[std] '00' series shape
assured,M,NS,87,0.0793777367,[std] '00' series shape
assured,M,NS,88,0.0873155104,[std] '00' series shape
assured,M,NS,89,0.0960470614,[std] '00' series shape
assured,M,NS,90,0.1056517676,[std] '00' series shape
assured,M,NS,91,0.1162169444,[std] '00' series shape
assured,M,NS,92,0.1278386388,[std] '00' series shape
assured,M,NS,93,0.1406225027,[std] '00' series shape
assured,M,NS,94,0.1546847529,[std] '00' series shape
assured,M,NS,95,0.1701532282,[std] '00' series shape
assured,M,NS,96,0.187168551,[std] '00' series shape
assured,M,NS,97,0.2058854062,[std] '00' series shape
assured,M,NS,98,0.2264739468,[std] '00' series shape
assured,M,NS,99,0.2491213414,[std] '00' series shape
assured,M,NS,100,0.2740334756,[std] '00' series shape
assured,M,NS,101,0.3014368231,[std] '00' series shape
assured,M,NS,102,0.3315805055,[std] '00' series shape
assured,M,NS,103,0.364738556,[std] '00' series shape
assured,M,NS,104,0.4012124116,[std] '00' series shape
assured,M,NS,105,0.4413336528,[std] '00' series shape
assured,M,NS,106,0.485467018,[std] '00' series shape
assured,M,NS,107,0.5340137198,[std] '00' series shape
assured,M,NS,108,0.5874150918,[std] '00' series shape
assured,M,NS,109,0.646156601,[std] '00' series shape
assured,M,NS,110,0.7107722611,[std] '00' series shape
assured,M,NS,111,0.7818494872,[std] '00' series shape
assured,M,NS,112,0.860034436,[std] '00' series shape
assured,M,NS,113,0.9460378796,[std] '00' series shape
assured,M,NS,114,1.0,[std] '00' series shape
assured,M,NS,115,1.0,[std] '00' series shape
assured,M,NS,116,1.0,[std] '00' series shape
assured,M,NS,117,1.0,[std] '00' series shape
assured,M,NS,118,1.0,[std] '00' series shape
assured,M,NS,119,1.0,[std] '00' series shape
assured,M,NS,120,1.0,[std] '00' series shape
assured,M,S,18,0.0002211228,[std] sex/smoker factor
assured,M,S,19,0.000243235,[std] sex/smoker factor
assured,M,S,20,0.0002675585,[std] sex/smoker factor
assured,M,S,21,0.0002943144,[std] sex/smoker factor
assured,M,S,22,0.0003237458,[std] sex/smoker factor
assured,M,S,23,0.0003561204,[std] sex/smoker factor
assured,M,S,24,0.0003917324,[std] sex/smoker factor
assured,M,S,25,0.0004309057,[std] sex/smoker factor
assured,M,S,26,0.0004739963,[std] sex/smoker factor
assured,M,S,27,0.0005213959,[std] sex/smoker factor
assured,M,S,28,0.0005735355,[std] sex/smoker factor
assured,M,S,29,0.000630889,[std] sex/smoker factor
assured,M,S,30,0.0006939779,[std] sex/smoker factor
assured,M,S,31,0.0007633757,[std] sex/smoker factor
assured,M,S,32,0.0008397133,[std] sex/smoker factor
assured,M,S,33,0.0009236846,[std] sex/smoker factor
assured,M,S,34,0.0010160531,[std] sex/smoker factor
assured,M,S,35,0.0011176584,[std] sex/smoker factor
assured,M,S,36,0.0012294242,[std] sex/smoker factor
assured,M,S,37,0.0013523666,[std] sex/smoker factor
assured,M,S,38,0.0014876033,[std] sex/smoker factor
assured,M,S,39,0.0016363636,[std] sex/smoker factor
assured,M,S,40,0.0018,[std] sex/smoker factor
assured,M,S,41,0.00198,[std] sex/smoker factor
assured,M,S,42,0.002178,[std] sex/smoker factor
assured,M,S,43,0.0023958,[std] sex/smoker factor
assured,M,S,44,0.00263538,[std] sex/smoker factor
assured,M,S,45,0.002898918,[std] sex/smoker factor
assured,M,S,46,0.0031888098,[std] sex/smoker factor
assured,M,S,47,0.0035076908,[std] sex/smoker factor
assured,M,S,48,0.0038584599,[std] sex/smoker factor
assured,M,S,49,0.0042443058,[std] sex/smoker factor
assured,M,S,50,0.0046687364,[std] sex/smoker factor
assured,M,S,51,0.0051356101,[std] sex/smoker factor
assured,M,S,52,0.0056491711,[std] sex/smoker factor
assured,M,S,53,0.0062140882,[std] sex/smoker factor
assured,M,S,54,0.006835497,[std] sex/smoker factor
assured,M,S,55,0.0075190467,[std] sex/smoker factor
assured,M,S,56,0.0082709514,[std] sex/smoker factor
assured,M,S,57,0.0090980465,[std] sex/smoker factor
assured,M,S,58,0.0100078512,[std] sex/smoker factor
assured,M,S,59,0.0110086363,[std] sex/smoker factor
assured,M,S,60,0.0121094999,[std] sex/smoker factor
assured,M,S,61,0.0133204499,[std] sex/smoker factor
assured,M,S,62,0.0146524949,[std] sex/smoker factor
assured,M,S,63,0.0161177444,[std] sex/smoker factor
assured,M,S,64,0.0177295188,[std] sex/smoker factor
assured,M,S,65,0.0195024707,[std] sex/smoker factor
assured,M,S,66,0.0214527178,[std] sex/smoker factor
assured,M,S,67,0.0235979895,[std] sex/smoker factor
assured,M,S,68,0.0259577885,[std] sex/smoker factor
assured,M,S,69,0.0285535673,[std] sex/smoker factor
assured,M,S,70,0.0314089241,[std] sex/smoker factor
assured,M,S,71,0.0345498165,[std] sex/smoker factor
assured,M,S,72,0.0380047981,[std] sex/smoker factor
assured,M,S,73,0.041805278,[std] sex/smoker factor
assured,M,S,74,0.0459858058,[std] sex/smoker factor
assured,M,S,75,0.0505843863,[std] sex/smoker factor
assured,M,S,76,0.055642825,[std] sex/smoker factor
assured,M,S,77,0.0612071075,[std] sex/smoker factor
assured,M,S,78,0.0673278182,[std] sex/smoker factor
assured,M,S,79,0.0740606,[std] sex/smoker factor
assured,M,S,80,0.08146666,[std] sex/smoker factor
assured,M,S,81,0.089613326,[std] sex/smoker factor
assured,M,S,82,0.0985746586,[std] sex/smoker factor
assured,M,S,83,0.1084321245,[std] sex/smoker factor
assured,M,S,84,0.1192753369,[std] sex/smoker factor
assured,M,S,85,0.1312028706,[std] sex/smoker factor
assured,M,S,86,0.1443231577,[std] sex/smoker factor
assured,M,S,87,0.1587554735,[std] sex/smoker factor
assured,M,S,88,0.1746310208,[std] sex/smoker factor
assured,M,S,89,0.1920941229,[std] sex/smoker factor
assured,M,S,90,0.2113035352,[std] sex/smoker factor
assured,M,S,91,0.2324338887,[std] sex/smoker factor
assured,M,S,92,0.2556772776,[std] sex/smoker factor
assured,M,S,93,0.2812450053,[std] sex/smoker factor
assured,M,S,94,0.3093695059,[std] sex/smoker factor
assured,M,S,95,0.3403064564,[std] sex/smoker factor
assured,M,S,96,0.3743371021,[std] sex/smoker factor
assured,M,S,97,0.4117708123,[std] sex/smoker factor
assured,M,S,98,0.4529478935,[std] sex/smoker factor
assured,M,S,99,0.4982426829,[std] sex/smoker factor
assured,M,S,100,0.5480669512,[std] sex/smoker factor
assured,M,S,101,0.6028736463,[std] sex/smoker factor
assured,M,S,102,0.6631610109,[std] sex/smoker factor
assured,M,S,103,0.729477112,[std] sex/smoker factor
assured,M,S,104,0.8024248232,[std] sex/smoker factor
assured,M,S,105,0.8826673055,[std] sex/smoker factor
assured,M,S,106,0.9709340361,[std] sex/smoker factor
assured,M,S,107,1.0,[std] sex/smoker factor
assured,M,S,108,1.0,[std] sex/smoker factor
assured,M,S,109,1.0,[std] sex/smoker factor
assured,M,S,110,1.0,[std] sex/smoker factor
assured,M,S,111,1.0,[std] sex/smoker factor
assured,M,S,112,1.0,[std] sex/smoker factor
assured,M,S,113,1.0,[std] sex/smoker factor
assured,M,S,114,1.0,[std] sex/smoker factor
assured,M,S,115,1.0,[std] sex/smoker factor
assured,M,S,116,1.0,[std] sex/smoker factor
assured,M,S,117,1.0,[std] sex/smoker factor
assured,M,S,118,1.0,[std] sex/smoker factor
assured,M,S,119,1.0,[std] sex/smoker factor
assured,M,S,120,1.0,[std] sex/smoker factor
population,F,NS,18,0.0001408025,notes walk-through anchor [std]
population,F,NS,19,0.0001548828,notes walk-through anchor [std]
population,F,NS,20,0.000170371,notes walk-through anchor [std]
population,F,NS,21,0.0001874081,notes walk-through anchor [std]
population,F,NS,22,0.0002061489,notes walk-through anchor [std]
population,F,NS,23,0.0002267638,notes walk-through anchor [std]
population,F,NS,24,0.0002494402,notes walk-through anchor [std]
population,F,NS,25,0.0002743842,notes walk-through anchor [std]
population,F,NS,26,0.0003018227,notes walk-through anchor [std]
population,F,NS,27,0.0003320049,notes walk-through anchor [std]
population,F,NS,28,0.0003652054,notes walk-through anchor [std]
population,F,NS,29,0.000401726,notes walk-through anchor [std]
population,F,NS,30,0.0004418986,notes walk-through anchor [std]
population,F,NS,31,0.0004860884,notes walk-through anchor [std]
population,F,NS,32,0.0005346973,notes walk-through anchor [std]
population,F,NS,33,0.000588167,notes walk-through anchor [std]
population,F,NS,34,0.0006469837,notes walk-through anchor [std]
population,F,NS,35,0.0007116821,notes walk-through anchor [std]
population,F,NS,36,0.0007828503,notes walk-through anchor [std]
population,F,NS,37,0.0008611353,notes walk-through anchor [std]
population,F,NS,38,0.0009472488,notes walk-through anchor [std]
population,F,NS,39,0.0010419737,notes walk-through anchor [std]
population,F,NS,40,0.0011461711,notes walk-through anchor [std]
population,F,NS,41,0.0012607882,notes walk-through anchor [std]
population,F,NS,42,0.001386867,notes walk-through anchor [std]
population,F,NS,43,0.0015255537,notes walk-through anchor [std]
population,F,NS,44,0.0016781091,notes walk-through anchor [std]
population,F,NS,45,0.00184592,notes walk-through anchor [std]
population,F,NS,46,0.002030512,notes walk-through anchor [std]
population,F,NS,47,0.0022335632,notes walk-through anchor [std]
population,F,NS,48,0.0024569195,notes walk-through anchor [std]
population,F,NS,49,0.0027026114,notes walk-through anchor [std]
population,F,NS,50,0.0029728726,notes walk-through anchor [std]
population,F,NS,51,0.0032701598,notes walk-through anchor [std]
population,F,NS,52,0.0035971758,notes walk-through anchor [std]
population,F,NS,53,0.0039568934,notes walk-through anchor [std]
population,F,NS,54,0.0043525827,notes walk-through anchor [std]
population,F,NS,55,0.004787841,notes walk-through anchor [std]
population,F,NS,56,0.0052666251,notes walk-through anchor [std]
population,F,NS,57,0.0057932876,notes walk-through anchor [std]
population,F,NS,58,0.0063726164,notes walk-through anchor [std]
population,F,NS,59,0.007009878,notes walk-through anchor [std]
population,F,NS,60,0.0077108658,notes walk-through anchor [std]
population,F,NS,61,0.0084819524,notes walk-through anchor [std]
population,F,NS,62,0.0093301476,notes walk-through anchor [std]
population,F,NS,63,0.0102631624,notes walk-through anchor [std]
population,F,NS,64,0.0112894786,notes walk-through anchor [std]
population,F,NS,65,0.0124184265,notes walk-through anchor [std]
population,F,NS,66,0.0136602691,notes walk-through anchor [std]
population,F,NS,67,0.015026296,notes walk-through anchor [std]
population,F,NS,68,0.0165289256,notes walk-through anchor [std]
population,F,NS,69,0.0181818182,notes walk-through anchor [std]
population,F,NS,70,0.02,notes walk-through anchor [std]
population,F,NS,71,0.022,notes walk-through anchor [std]
population,F,NS,72,0.0242,notes walk-through anchor [std]
population,F,NS,73,0.02662,notes walk-through anchor [std]
population,F,NS,74,0.029282,notes walk-through anchor [std]
population,F,NS,75,0.0322102,notes walk-through anchor [std]
population,F,NS,76,0.03543122,notes walk-through anchor [std]
population,F,NS,77,0.038974342,notes walk-through anchor [std]
population,F,NS,78,0.0428717762,notes walk-through anchor [std]
population,F,NS,79,0.0471589538,notes walk-through anchor [std]
population,F,NS,80,0.0518748492,notes walk-through anchor [std]
population,F,NS,81,0.0570623341,notes walk-through anchor [std]
population,F,NS,82,0.0627685675,notes walk-through anchor [std]
population,F,NS,83,0.0690454243,notes walk-through anchor [std]
population,F,NS,84,0.0759499667,notes walk-through anchor [std]
population,F,NS,85,0.0835449634,notes walk-through anchor [std]
population,F,NS,86,0.0918994597,notes walk-through anchor [std]
population,F,NS,87,0.1010894057,notes walk-through anchor [std]
population,F,NS,88,0.1111983463,notes walk-through anchor [std]
population,F,NS,89,0.1223181809,notes walk-through anchor [std]
population,F,NS,90,0.134549999,notes walk-through anchor [std]
population,F,NS,91,0.1480049989,notes walk-through anchor [std]
population,F,NS,92,0.1628054988,notes walk-through anchor [std]
population,F,NS,93,0.1790860487,notes walk-through anchor [std]
population,F,NS,94,0.1969946535,notes walk-through anchor [std]
population,F,NS,95,0.2166941189,notes walk-through anchor [std]
population,F,NS,96,0.2383635308,notes walk-through anchor [std]
population,F,NS,97,0.2621998838,notes walk-through anchor [std]
population,F,NS,98,0.2884198722,notes walk-through anchor [std]
population,F,NS,99,0.3172618594,notes walk-through anchor [std]
population,F,NS,100,0.3489880454,notes walk-through anchor [std]
population,F,NS,101,0.3838868499,notes walk-through anchor [std]
population,F,NS,102,0.4222755349,notes walk-through anchor [std]
population,F,NS,103,0.4645030884,notes walk-through anchor [std]
population,F,NS,104,0.5109533972,notes walk-through anchor [std]
population,F,NS,105,0.562048737,notes walk-through anchor [std]
population,F,NS,106,0.6182536107,notes walk-through anchor [std]
population,F,NS,107,0.6800789717,notes walk-through anchor [std]
