scenario_id,t,decl_rate,provenance
base,66,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,67,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,68,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,69,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,70,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,71,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,72,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,73,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,74,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,75,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,76,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,77,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,78,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,79,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,80,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,81,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,82,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,83,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,84,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,85,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,86,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,87,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,88,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
base,89,0.023000,[std] laufende Verzinsung 2.30 pct level; no carrier declaration was established (gap 12); includes the Rechnungszins [REG-R53]
low,0,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,1,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,2,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,3,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,4,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,5,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,6,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,7,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,8,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,9,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,10,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,11,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,12,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,13,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,14,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,15,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,16,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,17,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,18,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,19,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,20,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,21,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,22,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,23,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,24,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,25,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,26,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,27,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,28,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,29,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,30,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,31,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,32,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,33,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,34,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,35,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,36,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,37,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,38,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,39,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,40,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,41,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,42,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,43,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,44,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,45,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,46,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,47,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,48,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,49,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,50,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,51,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,52,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,53,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,54,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,55,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,56,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,57,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,58,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,59,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,60,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,61,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,62,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,63,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,64,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,65,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,66,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,67,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,68,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,69,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,70,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,71,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,72,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,73,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,74,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,75,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,76,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,77,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,78,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,79,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,80,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,81,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,82,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,83,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,84,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,85,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,86,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,87,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,88,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
low,89,0.005000,"[std] stressed laufende Verzinsung 0.50 pct level; a stress, not a forecast -- the scenario on which the Garantieluecke binds"
