zulage_id,t,unmittelbar,n_kinder_pre2008,n_kinder_post2008,bonus,provenance
k2_mixed,16,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,17,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,18,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,19,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,20,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,21,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,22,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,23,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,24,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,25,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,26,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,27,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,28,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,29,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,30,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,31,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,32,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,33,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,34,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,35,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,36,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,37,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,38,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,39,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,40,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,41,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,42,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,43,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,44,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,45,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,46,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,47,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,48,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,49,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,50,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,51,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,52,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,53,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,54,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,55,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,56,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,57,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,58,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_mixed,59,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,0,1,0,2,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,1,1,0,2,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,2,1,0,2,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,3,1,0,2,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,4,1,0,2,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,5,1,0,2,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,6,1,0,2,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,7,1,0,2,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,8,1,0,2,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,9,1,0,2,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,10,1,0,1,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,11,1,0,1,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,12,1,0,1,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,13,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,14,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,15,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,16,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,17,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,18,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,19,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,20,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,21,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,22,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,23,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,24,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,25,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,26,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,27,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,28,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,29,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,30,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,31,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,32,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,33,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,34,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,35,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,36,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,37,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,38,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,39,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,40,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,41,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,42,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,43,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,44,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,45,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,46,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,47,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,48,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
k2_post2008,49,1,0,0,0,[R9] [REG-R42] Grundzulage/Kinderzulage/Bonus entitlement pattern [unverified]
