sex,age,mort_rate,provenance
F,81,0.0450167375,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,82,0.0502790651,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,83,0.0561382556,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,84,0.0626574248,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,85,0.0699052076,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,86,0.0779559403,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,87,0.0868897570,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,88,0.0967925723,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,89,0.1077559088,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,90,0.1198765269,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,91,0.1332558010,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,92,0.1479987792,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,93,0.1642128564,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,94,0.1820059793,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,95,0.2014842988,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,96,0.2227491806,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,97,0.2458934902,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,98,0.2709970761,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,99,0.2981214036,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,100,0.3273033254,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,101,0.3585480387,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,102,0.3918213621,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,103,0.4270415777,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,104,0.4640712295,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,105,0.5027094406,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,106,0.5426855026,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,107,0.5836546895,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,108,0.6251974134,"[std] Gompertz proxy 1-exp(-4.7629e-06x1.119962^age); anchors q(65)=0.75%, q(85)=7.0%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
F,109,1.0000000000,"[std] limiting-age convention: mort_rate = 1 at omega_age - 1 = 109, so the decrement closure holds exactly; DAV 2008 T runs higher [R16] [REG-R48]"
M,18,0.0000978365,"[std] Gompertz proxy 1-exp(-1.47884e-05x1.110680^age); anchors q(65)=1.35%, q(85)=10.5%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
M,19,0.0001086645,"[std] Gompertz proxy 1-exp(-1.47884e-05x1.110680^age); anchors q(65)=1.35%, q(85)=10.5%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
M,20,0.0001206908,"[std] Gompertz proxy 1-exp(-1.47884e-05x1.110680^age); anchors q(65)=1.35%, q(85)=10.5%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
M,21,0.0001340479,"[std] Gompertz proxy 1-exp(-1.47884e-05x1.110680^age); anchors q(65)=1.35%, q(85)=10.5%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
M,22,0.0001488832,"[std] Gompertz proxy 1-exp(-1.47884e-05x1.110680^age); anchors q(65)=1.35%, q(85)=10.5%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
M,23,0.0001653603,"[std] Gompertz proxy 1-exp(-1.47884e-05x1.110680^age); anchors q(65)=1.35%, q(85)=10.5%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
M,24,0.0001836607,"[std] Gompertz proxy 1-exp(-1.47884e-05x1.110680^age); anchors q(65)=1.35%, q(85)=10.5%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
M,25,0.0002039861,"[std] Gompertz proxy 1-exp(-1.47884e-05x1.110680^age); anchors q(65)=1.35%, q(85)=10.5%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
M,26,0.0002265608,"[std] Gompertz proxy 1-exp(-1.47884e-05x1.110680^age); anchors q(65)=1.35%, q(85)=10.5%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
M,27,0.0002516334,"[std] Gompertz proxy 1-exp(-1.47884e-05x1.110680^age); anchors q(65)=1.35%, q(85)=10.5%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
M,28,0.0002794803,"[std] Gompertz proxy 1-exp(-1.47884e-05x1.110680^age); anchors q(65)=1.35%, q(85)=10.5%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
M,29,0.0003104083,"[std] Gompertz proxy 1-exp(-1.47884e-05x1.110680^age); anchors q(65)=1.35%, q(85)=10.5%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
M,30,0.0003447584,"[std] Gompertz proxy 1-exp(-1.47884e-05x1.110680^age); anchors q(65)=1.35%, q(85)=10.5%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
M,31,0.0003829090,"[std] Gompertz proxy 1-exp(-1.47884e-05x1.110680^age); anchors q(65)=1.35%, q(85)=10.5%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
M,32,0.0004252803,"[std] Gompertz proxy 1-exp(-1.47884e-05x1.110680^age); anchors q(65)=1.35%, q(85)=10.5%; NOT DAV 2008 T or the DAV 2008 P active-life table, which are DAV property and are not redistributed [R15] [R16] [REG-R47] [REG-R48]"
