sex,age,mort_rate,provenance
F,37,0.00088566,[std] ONS-shaped proxy
F,38,0.00096404,[std] ONS-shaped proxy
F,39,0.00104936,[std] ONS-shaped proxy
F,40,0.00114223,[std] ONS-shaped proxy
F,41,0.00124332,[std] ONS-shaped proxy
F,42,0.00135335,[std] ONS-shaped proxy
F,43,0.00147312,[std] ONS-shaped proxy
F,44,0.00160349,[std] ONS-shaped proxy
F,45,0.0017454,[std] ONS-shaped proxy
F,46,0.00189987,[std] ONS-shaped proxy
F,47,0.00206801,[std] ONS-shaped proxy
F,48,0.00225103,[std] ONS-shaped proxy
F,49,0.00245024,[std] ONS-shaped proxy
F,50,0.00266709,[std] ONS-shaped proxy
F,51,0.00290313,[std] ONS-shaped proxy
F,52,0.00316005,[std] ONS-shaped proxy
F,53,0.00343972,[std] ONS-shaped proxy
F,54,0.00374413,[std] ONS-shaped proxy
F,55,0.00407549,[std] ONS-shaped proxy
F,56,0.00443617,[std] ONS-shaped proxy
F,57,0.00482877,[std] ONS-shaped proxy
F,58,0.00525612,[std] ONS-shaped proxy
F,59,0.00572129,[std] ONS-shaped proxy
F,60,0.00622762,[std] ONS-shaped proxy
F,61,0.00677876,[std] ONS-shaped proxy
F,62,0.00737868,[std] ONS-shaped proxy
F,63,0.0080317,[std] ONS-shaped proxy
F,64,0.0087425,[std] ONS-shaped proxy
F,65,0.00951621,[std] ONS-shaped proxy
F,66,0.0103584,[std] ONS-shaped proxy
F,67,0.01127512,[std] ONS-shaped proxy
F,68,0.01227297,[std] ONS-shaped proxy
F,69,0.01335912,[std] ONS-shaped proxy
F,70,0.0145414,[std] ONS-shaped proxy
F,71,0.01582832,[std] ONS-shaped proxy
F,72,0.01722913,[std] ONS-shaped proxy
F,73,0.0187539,[std] ONS-shaped proxy
F,74,0.02041362,[std] ONS-shaped proxy
F,75,0.02222023,[std] ONS-shaped proxy
