sex,age,mort_rate_1st,provenance
M,33,0.000889353186,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,34,0.000956288505,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,35,0.001029917355,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,36,0.001110909091,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,37,0.001200000000,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,38,0.001298000000,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,39,0.001405800000,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,40,0.001524380000,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,41,0.001654818000,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,42,0.001798299800,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,43,0.001956129780,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,44,0.002129742758,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,45,0.002320717034,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,46,0.002530788737,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,47,0.002761867611,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,48,0.003016054372,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,49,0.003295659809,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,50,0.003603225790,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,51,0.003941548369,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,52,0.004313703206,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,53,0.004723073527,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,54,0.005173380879,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,55,0.005668718967,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,56,0.006213590864,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,57,0.006812949950,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,58,0.007472244945,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,59,0.008197469440,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,60,0.008995216384,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,61,0.009872738022,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,62,0.010838011825,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,63,0.011899813007,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,64,0.013067794308,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,65,0.014352573738,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,66,0.015765831112,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,67,0.017320414224,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,68,0.019030455646,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,69,0.020911501210,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,70,0.022980651331,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,71,0.025256716465,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,72,0.027760388111,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,73,0.030514426922,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,74,0.033543869614,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,75,0.036876256576,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,76,0.040541882233,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,77,0.044574070457,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,78,0.049009477502,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,79,0.053888425253,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,80,0.059255267778,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,81,0.065158794556,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,82,0.071652674011,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,83,0.078795941413,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,84,0.086653535554,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,85,0.095296889109,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,86,0.104804578020,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,87,0.115263035822,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,88,0.126767339404,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,89,0.139422073345,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,90,0.153342280679,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,91,0.168654508747,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,92,0.185497959622,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,93,0.204025755584,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,94,0.224406331142,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,95,0.246824964257,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,96,0.271485460682,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,97,0.298612006751,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,98,0.328451207426,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,99,0.361274328168,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,100,0.397379760985,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,101,0.437095737084,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,102,0.480783310792,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,103,0.528839641871,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,104,0.581701606058,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,105,0.639849766664,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,106,0.703812743330,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,107,0.774172017663,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,108,0.851567219430,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,109,0.936701941373,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,110,1.000000000000,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,111,1.000000000000,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,112,1.000000000000,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,113,1.000000000000,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,114,1.000000000000,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,115,1.000000000000,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,116,1.000000000000,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,117,1.000000000000,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,118,1.000000000000,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,119,1.000000000000,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
M,120,1.000000000000,[std] proxy 0.00022+B*1.10^age anchored at mort_rate_1st(M 37)=0.001200; stands in for DAV 2008 T which is not public [R14]
F,0,0.000181653030,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,1,0.000183818333,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,2,0.000186200166,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,3,0.000188820182,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,4,0.000191702201,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,5,0.000194872421,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,6,0.000198359663,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,7,0.000202195629,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,8,0.000206415192,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,9,0.000211056711,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,10,0.000216162382,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,11,0.000221778620,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,12,0.000227956483,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,13,0.000234752131,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,14,0.000242227344,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,15,0.000250450078,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,16,0.000259495086,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,17,0.000269444595,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,18,0.000280389054,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,19,0.000292427960,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,20,0.000305670755,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,21,0.000320237831,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,22,0.000336261614,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,23,0.000353887776,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,24,0.000373276553,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,25,0.000394604208,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,26,0.000418064629,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,27,0.000443871092,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,28,0.000472258201,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,29,0.000503484021,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,30,0.000537832424,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,31,0.000575615666,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,32,0.000617177233,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,33,0.000662894956,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,34,0.000713184451,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,35,0.000768502897,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,36,0.000829353186,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,37,0.000896288505,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,38,0.000969917355,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,39,0.001050909091,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,40,0.001140000000,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,41,0.001238000000,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,42,0.001345800000,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,43,0.001464380000,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,44,0.001594818000,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,45,0.001738299800,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,46,0.001896129780,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,47,0.002069742758,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,48,0.002260717034,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,49,0.002470788737,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,50,0.002701867611,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,51,0.002956054372,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,52,0.003235659809,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,53,0.003543225790,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,54,0.003881548369,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,55,0.004253703206,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,56,0.004663073527,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,57,0.005113380879,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,58,0.005608718967,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,59,0.006153590864,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,60,0.006752949950,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,61,0.007412244945,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,62,0.008137469440,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,63,0.008935216384,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,64,0.009812738022,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,65,0.010778011825,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,66,0.011839813007,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,67,0.013007794308,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,68,0.014292573738,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,69,0.015705831112,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,70,0.017260414224,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,71,0.018970455646,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,72,0.020851501210,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,73,0.022920651331,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,74,0.025196716465,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,75,0.027700388111,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,76,0.030454426922,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,77,0.033483869614,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
F,78,0.036816256576,[std] proxy 0.00016+B*1.10^(age-3); three-year setback on the same curve; DAV 2008 T not redistributed [R14]
