policy_year,lapse_rate,storno_rate,provenance
31,0.0250,0.0250,[std] surrender 2.5 pct - ultimate level after the tax threshold; GDV aggregates are not surrender rates [R20]. [std] Stornoabzug 2.5 pct of the guaranteed value; observed 5-20 pct at one carrier and sub judice [S3] [R22] [R30]
32,0.0250,0.0250,[std] surrender 2.5 pct - ultimate level after the tax threshold; GDV aggregates are not surrender rates [R20]. [std] Stornoabzug 2.5 pct of the guaranteed value; observed 5-20 pct at one carrier and sub judice [S3] [R22] [R30]
33,0.0250,0.0250,[std] surrender 2.5 pct - ultimate level after the tax threshold; GDV aggregates are not surrender rates [R20]. [std] Stornoabzug 2.5 pct of the guaranteed value; observed 5-20 pct at one carrier and sub judice [S3] [R22] [R30]
34,0.0250,0.0250,[std] surrender 2.5 pct - ultimate level after the tax threshold; GDV aggregates are not surrender rates [R20]. [std] Stornoabzug 2.5 pct of the guaranteed value; observed 5-20 pct at one carrier and sub judice [S3] [R22] [R30]
35,0.0250,0.0250,[std] surrender 2.5 pct - ultimate level after the tax threshold; GDV aggregates are not surrender rates [R20]. [std] Stornoabzug 2.5 pct of the guaranteed value; observed 5-20 pct at one carrier and sub judice [S3] [R22] [R30]
36,0.0250,0.0250,[std] surrender 2.5 pct - ultimate level after the tax threshold; GDV aggregates are not surrender rates [R20]. [std] Stornoabzug 2.5 pct of the guaranteed value; observed 5-20 pct at one carrier and sub judice [S3] [R22] [R30]
37,0.0250,0.0250,[std] surrender 2.5 pct - ultimate level after the tax threshold; GDV aggregates are not surrender rates [R20]. [std] Stornoabzug 2.5 pct of the guaranteed value; observed 5-20 pct at one carrier and sub judice [S3] [R22] [R30]
38,0.0250,0.0250,[std] surrender 2.5 pct - ultimate level after the tax threshold; GDV aggregates are not surrender rates [R20]. [std] Stornoabzug 2.5 pct of the guaranteed value; observed 5-20 pct at one carrier and sub judice [S3] [R22] [R30]
39,0.0250,0.0250,[std] surrender 2.5 pct - ultimate level after the tax threshold; GDV aggregates are not surrender rates [R20]. [std] Stornoabzug 2.5 pct of the guaranteed value; observed 5-20 pct at one carrier and sub judice [S3] [R22] [R30]
40,0.0250,0.0250,[std] surrender 2.5 pct - ultimate level after the tax threshold; GDV aggregates are not surrender rates [R20]. [std] Stornoabzug 2.5 pct of the guaranteed value; observed 5-20 pct at one carrier and sub judice [S3] [R22] [R30]
