rf_scenario_id,age,annuity_rate_curr,provenance
low,73,29.57,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 25.50
low,74,30.31,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 25.50
low,75,31.07,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 25.50
high,60,29.44,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 35.00
high,61,30.18,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 35.00
high,62,30.93,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 35.00
high,63,31.71,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 35.00
high,64,32.51,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 35.00
high,65,33.32,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 35.00
high,66,34.15,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 35.00
high,67,35.00,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 35.00
high,68,35.88,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 35.00
high,69,36.77,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 35.00
high,70,37.69,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 35.00
high,71,38.63,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 35.00
high,72,39.60,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 35.00
high,73,40.59,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 35.00
high,74,41.61,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 35.00
high,75,42.65,[std] level: the aktueller Rentenfaktor is the carrier's then-current immediate-annuity tariff [S13] [R24]; no market level established (gap 3); anchored at age 67 = 35.00
