index_id,t,cap,quote,provenance
eqidx_vol17,38,0.0300,0.6000,"[std] Cap 3.00 pct monthly, midpoint of an argued 1.5-5.0 pct band; Quote 60 pct on a broad price index -- no carrier level established [S5] [R21]"
eqidx_vol17,39,0.0300,0.6000,"[std] Cap 3.00 pct monthly, midpoint of an argued 1.5-5.0 pct band; Quote 60 pct on a broad price index -- no carrier level established [S5] [R21]"
houseidx_vol5,0,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,1,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,2,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,3,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,4,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,5,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,6,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,7,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,8,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,9,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,10,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,11,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,12,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,13,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,14,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,15,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,16,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,17,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,18,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,19,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,20,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,21,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,22,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,23,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,24,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,25,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,26,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,27,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,28,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,29,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,30,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,31,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,32,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,33,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,34,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,35,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,36,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,37,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,38,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
houseidx_vol5,39,0.0600,1.0000,"[std] Cap 6.00 pct, Quote 100 pct -- a 5 pct-volatility house index is cheap to buy options on [R21]"
zero_path,0,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,1,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,2,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,3,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,4,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,5,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,6,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,7,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,8,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,9,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,10,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,11,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,12,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,13,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,14,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,15,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,16,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,17,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,18,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,19,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,20,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,21,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,22,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,23,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,24,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,25,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,26,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,27,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,28,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,29,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,30,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,31,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,32,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,33,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,34,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,35,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,36,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,37,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,38,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
zero_path,39,0.0300,0.6000,[std] carried unchanged from eqidx_vol17 so the instrument differs only in its returns
