basis,sex,age,mort_rate,provenance
FIRST,M,69,0.014291656664,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,70,0.015687118262,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,71,0.017220305960,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,72,0.018904612901,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,73,0.020754692755,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,74,0.022786569527,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,75,0.025017755026,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,76,0.027467374103,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,77,0.030156297643,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,78,0.033107283131,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,79,0.036345122428,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,80,0.039896796144,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,81,0.043791633659,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,82,0.048061477491,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,83,0.052740850204,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,84,0.057867121504,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,85,0.063480672444,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,86,0.069625052864,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,87,0.076347127168,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,88,0.083697202409,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,89,0.091729131280,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,90,0.100500381039,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,91,0.110072057607,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,92,0.120508872050,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,93,0.131879034366,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,94,0.144254057060,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,95,0.157708448281,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,96,0.172319271547,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,97,0.188165546271,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,98,0.205327460654,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,99,0.223885366173,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,100,0.243918521250,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,101,0.265503551005,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,102,0.288712590857,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,103,0.313611084733,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,104,0.340255214477,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,105,0.368688946629,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
FIRST,M,106,0.398940697055,"[std] Gompertz-Makeham proxy q_base(x)=1-exp(-(0.0002+1.5e-5*1.10^x*(1.10-1)/ln1.10)); FIRST/M=1.250000*q_base, FIRST/F=0.795455*q_base so the 0.45/0.55 unisex blend reproduces q_base; SECOND=1.20*FIRST. DAV 2004 R and DAV 2004 R-Bestand are DAV property, are cited by name and are not shipped [R10] [R11] [REG-R47] [REG-R49]. Every series is capped at 1.0, which binds only on SECOND/M at ages 117-119"
